Text,User,Counter,Reply
"@jenesaisblah We'd like to look to follow this up with you, could you please send us a DM and confirm the registered full name, email address, and phone number associated with the account? We hope to hear from you soon. Thanks. 2/2",@jenesaisblah:1,1,"@woolworths Grocery shopping is a real struggle for me and I really want to get my groceries home delivered, but I can't bring myself to have half a dozen *more* reusable plastic bags every time. Are there any other options? Cardboard boxes?"
"@jenesaisblah Hi Elise, thanks for reaching out about the plastic bags you've been receiving in your recent Online order. We're sorry to hear this. 1/2",@jenesaisblah:2,2,
"@jennaappleton Thanks for getting back to us. We're pleased to hear you were able to speak to our Online team and have this sorted. We hope your next Online experience with us is better, have a nice afternoon!",@jennaappleton:1,1,
"@jennaappleton Thanks for getting in touch Jenna, we appreciate your patience. We're sorry to hear that your Delivery Now order wasn't received. Could you please send us a DM with your order number, email and phone number the online account is under? We hope to hear from you soon, thanks.",@jennaappleton:2,2,
"@jennndolyn Hi Jen, thanks for reaching out to us. We understand you're looking into our 4G data connection. We'd like to assist you, could you please let us know more about your enquiry in a direct message? We're looking forward to your response whenever you can.",@jennndolyn:1,1,
"@jessandrobert So that we can further address this, please DM us your full name, order number and email address linked to your Online Account for verification. We look forward to your response. 2/2",@jessandrobert:1,1,"@woolworths @bws to the weak pricks who blamed COVID on my delivery not being delivered... Shame on you! I've paid for a service that has not delivered. You didn't push a button and you fkd up, don't blame the driver you weak dog"
"@jessandrobert Hi Jessica, thanks for reaching out. We're sorry to hear that your delivery order is delayed and we'd like to have a look into this for you. 1/2",@jessandrobert:2,2,"@woolworths I understand the rail line washing out, 20 years in retail knows that I'm used to it. But you have the monopoly where I live. The shelves are bare as a babies butt. I tried to buy one of the few yoghurt pouches left and got charged for a pizza! WTAF"
"@jessica_xxo_01 ..including which store you purchased this product from, the batch number (a combination of numbers and letters which sometimes includes a timestamp), expiry date and any other details about your situation you can share with us. We look forward to hearing from you soon. 2/2",@jessica_xxo_01:1,1,
"@jessica_xxo_01 Hi Jessica, thanks for reaching out to us and we're sorry to hear that the McCain Superfries have made you unwell. We'd like to look into this further, so could you please send us a DM with some further details.. 1/2",@jessica_xxo_01:2,2,
"@jessicalalor Hey Jessica, thanks for bringing this to our attention. We're very intrigued to find out how this spelling mistake took place in one of our stores. If you could please DM us with the store this was taken at, that'd be appreciated. Thanks, we look forward to hearing from you.",@jessicalalor:1,1,“Air Fresherner” @woolworths https://t.co/DyR6GfTuRA
"@jessiemyself Hi Jessie, thanks for reaching out. We're sorry to see the poor quality of pink lady apples you've purchased from us. We'd like to raise this issue, so could you please DM us with the store you purchased these from? Thanks, we look forward to your reply.",@jessiemyself:1,1,"This is a joke, @woolworths.  Every second pink lady apple I cut is brown inside. Stop gassing them to within an inch so we can at least pretend our fruit is fresh. https://t.co/VSrC9y00Kt"
"@jo_tooblonde101 Thanks for getting back to us, Jo. Please DM us any specific products you were after. Thanks, we hope to hear from you soon!",@jo_tooblonde101:1,1,"@woolworths Hi @woolworths it’s like that at both stores in Melton. My son is vegan and he doesn’t want to go into the meat section and be surrounded by all that he opposes. Also there was no meat-free slices of fake ham, turkey or chicken for sandwiches, where would they be located?"
"@jo_tooblonde101 Hi Jo, thanks for reaching out to us. We're sorry to hear about the location of our vegan products in our store. We'd like to look into this. Can you please provide the store name, time of visit through a Direct Message? Thanks and we look forward to hearing from you soon.",@jo_tooblonde101:2,2,@woolworths why would a vegan go into the meat section to choose their meat-free alternatives?? It’s like putting an epi  pen in the nut section. #vegan #meatfree #wooliesthinkagain https://t.co/tRED8rI9UO
@johnduthie316 Please don't hesitate to reach out for anything else and we hope you have a good day ahead! 3/3,@johnduthie316:1,1,"@woolworths thanks for getting back to me, lets just let this one go, as all the previous deliveries have been good.. thanks"
"@johnduthie316 We'd be still happy to share your feedback with our Online team. To do so, you'll need to send over the requested details for verification purposes via DM. Alternatively, you're welcome to share your feedback with our Customer Service team on 1800 000 610. 2/3",@johnduthie316:2,2,@woolworths I get home deliveries for mainly bulky non-perishables as I can’t carry them home in my wheelchair. I can reach bags delivered but I can’t pick soy milk up from the ground. Why no bags? If I can’t pick it up it’s staying on porch https://t.co/iDSiHAUBL2
"@johnduthie316 Hi John, thanks for reaching out about your recent delivery order. We appreciate you bringing your recent order to our attention and we're glad to hear how you feel about your previous delivery orders. 1/3",@johnduthie316:3,3,
"@johnduthie316 Hi John, thanks for getting in touch. We're sorry to see the way your order was received. Could you please send us a DM with your order number, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@johnduthie316:4,4,
"@jot_au Hi Jo, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@jot_au:1,1,
"@jot_au Hi Jo, we appreciate you reaching out to us. We do encourage our drivers to wear a mask. If you had a delivery and the driver wasn't wearing a mask please let us know.",@jot_au:2,2,
"@just_us6973 Hi there, thanks for reaching out to us. Can you please send us a direct message letting us know if you work in a store or support office, so we can get back to you? Thanks and we look forward to your reply.",@just_us6973:1,1,
"@jyotipeach Hi there,, thanks for reaching out. We'd be happy to look into your enquiry. So that we can further address this, please direct message us. We look forward to hearing from you.",@jyotipeach:1,1,
"@kapokmeatant Hi Gerry, thanks for reaching out to us. We're sorry to hear about your experience with scanning the product. Please send us a DM so we can look into this further. We look forward to your response!",@kapokmeatant:1,1,
@kat2xu We’re sorry for the inconvenience caused and we appreciate you taking the time to contact us. We hope you enjoy the rest of your day. 3/3,@kat2xu:1,1,@woolworths 250g punnets
