type,description,title,img,score,review_n
health-products,"e used sculpt on and off for 3 years now. My goal in the beginning was to lose weight and in my first week I lost 5kg using it as a meal replacement (2 shakes, 1 meal). My favourite would",Horleys Sculpt Protein,https://cdn.productreview.com.au/resize/listing-picture/bf1d1426-e2f2-3232-be10-09a297e639ea?width=96&height=96&v=2,4.1,20
health-products,This herbal remedy provides relief to those facing menopausal symptoms and comes in 2 doses depending on the severity of your symptoms,Femular,https://cdn.productreview.com.au/resize/listing-picture/07bb033a-8c68-3b15-a8ba-0d2a3ce654d0?width=96&height=96&v=2,4.6,14
health-products," complete gut detox system helped cleanse and reduces bloating. The vital digestive enzymes is easy to drink, the digestive super cleanse has a slight chalky texture so I added it to yogurt",Happy Mammoth The Complete Gut Synergy System,https://cdn.productreview.com.au/resize/listing-picture/7dff5fdf-ff8f-4c04-a573-c45d6b540643?width=96&height=96&v=2,4.8,13
health-products,"l B Genius 8000
The tootbrush itself is great but some accessories thar comes with it are useless. The wall mount for the phone: like how many people would attach every morning and evening ",Oral-B Genius 8000,https://cdn.productreview.com.au/resize/listing-picture/5fa28fe7-9691-42d1-b691-b4193a299ced?width=96&height=96&v=2,4.2,18
health-products,"ought the active fibre complex after my gf told me about it, so I decided to buy it! The  (APPLE) It says naturally flavoured! In my honest opinion there’s way too much sweetener in this prod",Herbalife Ultimate Programme,https://cdn.productreview.com.au/resize/listing-picture/db235012-2357-389e-9aa2-1b08c51df9bb?width=96&height=96&v=2,3.1,88
health-products,ried this for the first time 2 weeks ago when my child was in hospital . Lucky I took it in hospital it completely knocked me out I fell asleep so many times thankgod there was nurses the,Claratyne,https://cdn.productreview.com.au/resize/listing-picture/470e9e6d-54db-3304-832f-665a6d36949b?width=96&height=96&v=2,3.4,38
health-products,"tastic rowing machine, but was very disappointed when the screen batteries died after about one month of rowing. Surely if you're selling a piece of equipment for $1700 delivered, then you s",Concept2 Model D,https://cdn.productreview.com.au/resize/listing-picture/d7e9a951-fc04-31ea-815a-84881ab6c3a9?width=96&height=96&v=2,4.6,14
health-products,"Designed to support healthy testosterone levels in men, the vegan and largely natural  Testorod helps to increase muscle mass and strength, overall energy levels, and improve libido.",Caruso's Natural Health Testorod,https://cdn.productreview.com.au/resize/listing-picture/c4f783a5-7aef-333e-85aa-efd316e7febe?width=96&height=96&v=2,4.7,13
health-products,s is my first electric toothbrush. I had been told electric toothbrushes clean better but was always dubious as to how a tiny round electric head could do a better job than my manual stick ,Oral-B Pro 2 2000,https://cdn.productreview.com.au/resize/listing-picture/83247158-36ba-4d8a-9260-714c93924a7d?width=96&height=96&v=2,4.2,17
health-products,ave used Oral B products in the past and this one is very effective. I will say that its much better than manual one as they put too much pressure on gums. This one is so ea,Oral-B Professional Care 700 Crossaction,https://cdn.productreview.com.au/resize/listing-picture/fbb266ea-514d-4341-ac97-545e2c9fe1c2?width=96&height=96&v=2,4.2,17
health-products,an’t stomach food solids in the morning so I have it as a hot brekky drink but prefer to use 1 and 1/2 scoops. Try it. I l,Bodytrim System,https://cdn.productreview.com.au/resize/listing-picture/cbc99846-49b8-3605-b7e0-c81e862190bf?width=96&height=96&v=2,2.9,295
health-products,"Smithfield x kelpie was a farm dog who was scared of sheep, so took her in to my heart and home. She was very timid but gentle to the new things she was experiencing. Like the TV, she jum",Bach Rescue Remedy Spray,https://cdn.productreview.com.au/resize/listing-picture/7b28861e-b0dc-3de6-acb0-1cb488e6e161?width=96&height=96&v=2,4.3,16
health-products," been taking this for awhile and altho' very happy with the results was a tad concerned with not knowing the % of aspartame it contains, also found it a bit too sweet.
  So, now I use ",Metamucil Powders,https://cdn.productreview.com.au/resize/listing-picture/e4b143b7-b88d-37dc-a200-4e225dd0ebaf?width=96&height=96&v=2,3.2,54
health-products,ave been using this hair tonic for years and it works really good.  Even my workmates have noticed the regrowth on my hair.  But since I stopped using it for my hair started to thin ag,Fusion Health Hair Tonic,https://cdn.productreview.com.au/resize/listing-picture/37c16d98-f248-3555-8dcf-fc7e3f85a6e4?width=96&height=96&v=2,3.4,36
health-products,"Enriched with fluoride and using calcium carbonate as its main ingredient, this $5.50 toothpaste from WhiteGlo has many fans.",White Glo Professional Choice Whitening,https://cdn.productreview.com.au/resize/listing-picture/259ca94c-aae1-3790-968f-d5560a2d29d9?width=96&height=96&v=2,3.1,72
health-products,"y said this thing would be able to scan my body and do all sorts of you-beaut stuff. Sure it massages but there are some major issues with it. It is too rough on bony prominences, you c",Innovation Square iS Space,https://cdn.productreview.com.au/resize/listing-picture/79bcaa99-b340-3af1-be5e-1106b857f6e2?width=96&height=96&v=2,4.1,18
health-products,"didn't work for me and I suffering side effects as well.  I would wake up every couple of hours and in the early hours of the morning, would have my sleep disturbed by dreams while trying t",Flordis ReDormin,https://cdn.productreview.com.au/resize/listing-picture/4c7ac64a-7f2b-4eb2-836e-3e2d9e23847e?width=96&height=96&v=2,4.0,20
health-products,"Made with a light wax coating and thin width that's made to slide easily in-between teeth, Oral-B Essential Floss is a popular pick when it comes to string floss.",Oral-B Essential Floss,https://cdn.productreview.com.au/resize/listing-picture/2332ea84-c607-3a03-9c11-de0f4cfab02e?width=96&height=96&v=2,3.5,31
health-products, taking this product to help me improve my skin and nails. My nails have improved slightly but my skin is absolutely glowing! I’m using Veldere elixir elements daily which is also helping me g,Blackmores Nails Hair and Skin,https://cdn.productreview.com.au/resize/listing-picture/267dadb7-c20a-4c34-bcab-95bcef34c2b5?width=96&height=96&v=2,3.8,22
health-products,ad very dry eyes with one eye closing each night around 9.30pm for ten months.  The doctor and neurologist sent me on a bunch of tests which came back negative. Then the doctor recommen,Lacritec,https://cdn.productreview.com.au/resize/listing-picture/002c2a14-3111-4993-9e52-12a8949a624e?width=96&height=96&v=2,4.4,14
health-products,ad used when kids had bad cough and it works as magic.It does not have any side effect.I would recommend this product is everyone as it is natur,BioRevive Prospan,https://cdn.productreview.com.au/resize/listing-picture/1553d77e-ee7e-37dc-ad76-3893c1d3b502?width=96&height=96&v=2,4.1,17
health-products,er 40 years of smoking I haven’t had a cigarette for a month thanks to Nicovape. I’m getting my sense of smell and taste back. I’m not smelling like cigarettes and I can feel my lungs are gett,Nicovape Q,https://cdn.productreview.com.au/resize/listing-picture/f33791aa-0b57-4e0a-9fe3-51a25e1b482a?width=96&height=96&v=2,4.2,16
health-products,"W still stocks this toothpaste, though you've got to look hard (and downwards) to find it. When a product hits the bottom shelf, not a good sign fo",Macleans Sensitive,https://cdn.productreview.com.au/resize/listing-picture/2bafbea3-0df0-3085-8d8f-af01b35074a1?width=96&height=96&v=2,4.7,12
health-products,"machine turned on for like 5 seconds tonight and has now turned off and not working. I have used this vaporiser only 4 times and have used the the euky bear solution + cleaning tablets. 
Is ",Euky Bear Steam Vaporiser,https://cdn.productreview.com.au/resize/listing-picture/0a256453-c493-3878-8b8c-2fb654d4eee5?width=96&height=96&v=2,2.8,208
health-products,"sed this product for only 3 days.
it has caused me very severe constipation that I have never experienced before! 
it might work very well with others but be aware that it might cause se",Panadol Osteo,https://cdn.productreview.com.au/resize/listing-picture/59de17f8-2099-3c76-9fc2-0ecbc6a7a11c?width=96&height=96&v=2,3.3,39
health-products,ove these shakes &amp; soups. I could live on them. I was amazed how delicious t hey are- I was not expecting a meal replacement to be so good. Caffe latte my fav shake (though I enjoy choco,Kicstart VLCD Healthy Weight,https://cdn.productreview.com.au/resize/listing-picture/3a59a4f5-d586-3496-8171-1c2aa76367e9?width=96&height=96&v=2,5.0,10
health-products,ave been using this product for over 10 years - tablets and capsules.  The small tablets are easy to swallow and the small bottle means they are less bulky to carry.  They are very useful af,Herron Gold Paracetamol,https://cdn.productreview.com.au/resize/listing-picture/232722d1-fc68-3e9e-add4-9ba9f9de6bb4?width=96&height=96&v=2,4.2,15
health-products,"obics and karate have provided benefits for over 40 years for me. 

I then changed to a gym circuit health clinic for a couple of hours a week and have weekly two-hour sessions of massag",Hypervibe G14 Home,https://cdn.productreview.com.au/resize/listing-picture/d673e920-be10-4be4-abc2-f0df19ad1d4d?width=96&height=96&v=2,4.6,12
health-products," C 500 chewable. Since beginning to take two of these tablets every day for the past five years, I have never experienced a bout of flu nor even so much as a cold. Only a couple of bou",Blackmores Bio C,https://cdn.productreview.com.au/resize/listing-picture/0b322c97-7825-3c85-94f4-9135bdf2eb7c?width=96&height=96&v=2,3.8,20
health-products, a severe headache reaction the following day. Not game to try again. First night good . Second night took 2 at 9 then one at 2pm. Obviously not a,Nature's Own Complete Sleep,https://cdn.productreview.com.au/resize/listing-picture/a5bc179d-fcc7-39aa-bdea-2c983c881885?width=96&height=96&v=2,3.3,36
health-products,"eally enjoy the sweetness , have it with milk or water no need to add to a shake but tastes good in one of those also. Great for my digestion and energy levels. Love this pr",Nature's Way Super Greens Powder,https://cdn.productreview.com.au/resize/listing-picture/a04f2538-1056-3b5c-9811-5db86fafb8b2?width=96&height=96&v=2,3.8,19
health-products,usually takes longer to get the kids to brush their teeth then the actual process of brushing them. But not with Philips Sonicare for Kids. They love seeing their little friend on the ap,Philips Sonicare for Kids,https://cdn.productreview.com.au/resize/listing-picture/6d63654a-c3bf-4869-ad57-2b297e292791?width=96&height=96&v=2,4.7,11
health-products,e had bursitis in my right hip for the past six months.  Unfortunately it wasn’t diagnosed until I finally went to my GP in January only to find out the work my physio was doing with me was ma,Pain Away Arthritis Cream,https://cdn.productreview.com.au/resize/listing-picture/7147d758-1b7b-4b60-8e59-b7297a0f5021?width=96&height=96&v=2,3.7,21
health-products,Colgate Savacol is an antiseptic mouth and throat rinse that can help assist with gingivitis that’s been medically diagnosed.,Colgate Savacol,https://cdn.productreview.com.au/resize/listing-picture/dc88121d-7ed2-30e3-a518-c7cfe190e11d?width=96&height=96&v=2,2.8,97
health-products,"appointed.  It makes loud snapping noise when adjusting to the ""zero gravity"" position. 
Tried to contact customer service, the call was never answered.  Initial e-mail resonse was relat",iRest SL-A305-17,https://cdn.productreview.com.au/resize/listing-picture/1334e153-40d5-4c76-b6b4-77938ca32e3f?width=96&height=96&v=2,4.4,13
health-products,y have the chocolate available here. It’s taken awhile to get used to the artificial sweetener taste. The shake tastes much better with 100mls of low fat milk. My preferred bkfst bef,Atkins Advantage Shakes,https://cdn.productreview.com.au/resize/listing-picture/b9446fad-5d92-4365-b4b9-17770ec4f9f0?width=96&height=96&v=2,4.4,13
health-products,"Marketed as the dental giant’s all-rounder offering Colgate makes a lot of promises about this $8 toothpaste. However, constantly changing formulas make it difficult to assess effectiveness, and the latest formula is proving less than popular. ",Colgate Total,https://cdn.productreview.com.au/resize/listing-picture/4ed4374a-4d67-3d48-b4c7-c636fc19e2d2?width=96&height=96&v=2,2.8,108
health-products,y so I hate the smell but my partner loves it. I am generally a bit apprehensive about herbal remedies vs western medicine but these really so the trick. Without them I can spend a while bat,Nature’s Way Garlic + C + Horseradish,https://cdn.productreview.com.au/resize/listing-picture/35e3c944-1770-3750-b032-8c809412b612?width=96&height=96&v=2,4.9,10
